,name,sector,year,quarter,유동자산_lag1,유동자산_lag2,유동자산_lag3,유동자산_lag4,비유동자산_lag1,비유동자산_lag2,비유동자산_lag3,비유동자산_lag4,자산총계_lag1,자산총계_lag2,자산총계_lag3,자산총계_lag4,유동부채_lag1,유동부채_lag2,유동부채_lag3,유동부채_lag4,비유동부채_lag1,비유동부채_lag2,비유동부채_lag3,비유동부채_lag4,부채총계_lag1,부채총계_lag2,부채총계_lag3,부채총계_lag4,이익잉여금_lag1,이익잉여금_lag2,이익잉여금_lag3,이익잉여금_lag4,자본총계_lag1,자본총계_lag2,자본총계_lag3,자본총계_lag4,매출액_lag1,매출액_lag2,매출액_lag3,매출액_lag4,영업이익_lag1,영업이익_lag2,영업이익_lag3,영업이익_lag4,법인세차감전 순이익_lag1,법인세차감전 순이익_lag2,법인세차감전 순이익_lag3,법인세차감전 순이익_lag4,당기순이익_lag1,당기순이익_lag2,당기순이익_lag3,당기순이익_lag4,당기순이익(손실)_lag1,당기순이익(손실)_lag2,당기순이익(손실)_lag3,당기순이익(손실)_lag4,자본금_lag1,자본금_lag2,자본금_lag3,자본금_lag4,Label,Code
26,한국쉘석유,에너지_화학,2022,Q2,0.8504494241311811,0.8366236228621076,0.8237084032021663,0.8120006016370764,26248295090.0,27073357542.0,26508188361.0,27501773309.0,175514503622.0,165711579705.0,150365580904.0,146286496385.0,78610252945.0,52840733213.0,44170859240.0,47786134722.0,3530641793.0,3316093705.0,3049333439.0,2770128593.0,0.4680006098806753,0.3388829375591643,0.31403591430373584,0.3455976085581059,85599107991.0,101780251894.0,95454603158.0,88039448003.0,0.5319993901193246,0.6611170624408357,0.6859640856962642,0.6544023914418942,70467525528.0,63921052240.0,59521151732.0,61154432561.0,0.14646137409634288,0.14163605547367003,0.15672241389080654,0.146922756548149,11082750335.0,9032629694.0,9630071635.0,9282121267.0,0.12089052415520203,0.0909936762486562,0.12458016922097687,0.11621076478652866,8518856097.0,5816411533.0,7415155155.0,7106803378.0,7000000000.0,7000000000.0,7000000000.0,7000000000.0,-0.35230695891351527,002960
27,부광약품,헬스케어,2022,Q2,0.458145116230862,0.4582670245288711,0.49055346847711573,0.5136070653130086,219370461361.0,220450700942.0,190182471333.0,189446632981.0,404850944288.0,406936093839.0,373311936710.0,389492978764.0,39974515468.0,35312012226.0,32579757028.0,53612643079.0,61355776000.0,60530287589.0,47720057311.0,45656605103.0,0.2502903671033959,0.23552174718843938,0.21510111636580034,0.25486787591657417,279300182035.0,286873323239.0,285808967704.0,283020575915.0,0.7497096328966041,0.7644782528115607,0.7848988836341997,0.7451321240834259,36748692726.0,53822180728.0,47674939914.0,43556019905.0,0.001597460906642429,0.1523176964796431,0.09309989101206191,0.0241076168871771,-341893732.0,3395978310.0,4462906435.0,97676435.0,-0.016506062202611152,-0.01717929202223833,0.06087354132454335,0.028354090862609545,-606576208.0,-924626960.0,2902142425.0,1234991346.0,36401993000.0,36401993000.0,36401993000.0,36401993000.0,-0.4627529885830035,003000
28,세아제강,철강_소재,2022,Q2,0.045061892844355245,0.020454500525201084,0.004855110160628516,0.013457308474621494,750221857952.0,731630460706.0,717189265389.0,680881272992.0,785623541809.0,746908092680.0,720688286411.0,690169091354.0,54149386202.0,26740414429.0,22117349926.0,23202828564.0,52687108949.0,52645236323.0,38292010426.0,7484644870.0,0.13598942682521342,0.10628570172155227,0.08382175968591955,0.044463702907639846,571169480298.0,559897061840.0,552461777121.0,551694405428.0,0.8640105731747866,0.8937142982784477,0.9161782403140805,0.9555362970923602,22422621627.0,3893685031.0,1738339576.0,1667242556.0,0.9026185142699505,0.18042914653000858,-0.4220147732516446,-0.07384579739578097,17954819144.0,7202220460.0,1002716460.0,669121843.0,0.8180678206651879,1.9140357172357017,0.4414394653349364,0.3291898428485171,18343225208.0,7452652221.0,767371693.0,548839315.0,20708285000.0,20708285000.0,20708285000.0,20708285000.0,-0.3588445591446785,003030
29,일신방직,경기소비재,2022,Q2,0.435311396328257,0.4258167375144791,0.44402718348665055,0.4405984096212199,365644397048.0,365204161908.0,346627347568.0,341904308590.0,647515098889.0,636041113994.0,623460962969.0,611196525842.0,124143523741.0,115358655602.0,111802339898.0,103602982630.0,16439573716.0,15987358414.0,14386129616.0,13971771168.0,0.217111690056666,0.2065055404849804,0.20239995285843485,0.1923681644558205,490322725876.0,488085721087.0,479690604410.0,476041226347.0,0.782888309943334,0.7934944595150196,0.7976000471415652,0.8076318355441795,117760751957.0,126061033280.0,100929516756.0,94980371536.0,0.07723643792051503,0.0939794029506784,0.04152669133582114,0.07130365697119924,11679236431.0,11254989984.0,4926558881.0,8101557989.0,0.07667450860280685,0.06659565179315338,0.03615768885352415,0.12563139400309958,9029247789.0,8395116677.0,3649378063.0,11932516479.0,12000000000.0,12000000000.0,12000000000.0,12000000000.0,-0.2517108885624959,003200
30,태광산업,에너지_화학,2022,Q2,0.4591553684404445,0.4435590139991922,0.46069604661253355,0.4438404588724218,2233144038733.0,2270473813864.0,2126289722524.0,2137348679690.0,4128993630377.0,4080349706412.0,3942655545483.0,3843049559766.0,466533167761.0,467394456553.0,408319426409.0,359774412962.0,245592626001.0,245445055315.0,250031011754.0,253131739912.0,0.17246957915432265,0.17470059263494495,0.1669814749394619,0.15948432184968214,3392700029380.0,3349597712439.0,3257639856489.0,3191817842262.0,0.8275304208456774,0.825299407365055,0.8330185250605381,0.8405156781503179,640966309416.0,621708989749.0,569930370018.0,518867550667.0,0.03742199705294097,0.05719194464657038,0.13825294125580892,0.2210821420602198,55372543809.0,99314729045.0,92097145685.0,123084490161.0,0.07163665675008069,0.14594524228068867,0.11549132611571683,0.17103715349498771,45916683496.0,90735469137.0,65822014227.0,88745628907.0,5567000000.0,5567000000.0,5567000000.0,5567000000.0,-0.43959503439056724,003240
31,한일시멘트,건설,2022,Q2,0.30231693678296545,0.2653317494303692,0.16870358531928817,0.2543383665976101,763996869908.0,787379206876.0,873217584050.0,865527922504.0,1095048611880.0,1071747970959.0,1050428666152.0,1160751584542.0,173798950977.0,160094567355.0,135268413406.0,135105876263.0,176906199727.0,177167133442.0,178334185831.0,287659047865.0,0.3202644584900234,0.31468377821627064,0.2985472591735428,0.3642165384549625,1700082378911.0,1691665118417.0,1693782945110.0,1694170470469.0,0.6797355415099766,0.6853162217837294,0.7014527408264573,0.6357834615450375,29135021870.0,2955377686.4835362,25483982314.6229,3254453485.1457334,0.8955342201361457,-0.18749031588558243,-0.04147040815491315,-0.11593613081955118,26728032999.0,-1924082859.0,-159566367.0,-222605184.0,0.902296594775132,-0.7821874722044525,-0.015510662349392275,1.2603744252981146,26288431022.0,-2311659402.0,-395273445.0,4101829941.0,31342450000.0,31342450000.0,31342450000.0,31342450000.0,-0.3757382260403668,003300
32,대한항공,산업재,2022,Q2,0.2604104635040729,0.24333906868944863,0.2085697960379908,0.20409127569982888,19732774968337.0,19819243952766.0,20265479140781.0,20562754185501.0,26680711387330.0,26193031954800.0,25606148260869.0,25835568272708.0,7730528682057.0,7942924216780.0,7642758110853.0,7147940238800.0,11429471092303.0,11272011769989.0,11442269197502.0,12115502238095.0,0.7181217732994407,0.7335896058129983,0.7453298760095247,0.7456171381081786,991418895248.0,449500861419.0,-10427324805.0,-140517775557.0,0.2818782267005593,0.2664103941870017,0.25467012399047523,0.2543828618918213,2805198785729.0,2825918460150.0,2226950727136.0,1950760399441.0,0.2810671053371008,0.2492802953948671,0.19695310026103438,0.10094146532010097,748724592470.0,579225022492.0,177599182580.0,175822737853.0,0.19387339700301,0.14278946151885133,0.06016131872405728,0.06662210550472614,543853417858.0,403511375221.0,133976292478.0,129963765146.0,1744658095000.0,1744658095000.0,1744658095000.0,1744658095000.0,-0.3655441048483079,003490
33,영진약품,헬스케어,2022,Q2,0.4901769276664163,0.4620824477329182,0.49071540358834276,0.505180399719619,103579852793.0,104407221909.0,94238107070.0,94105683747.0,203168233087.0,194095213047.0,185040167588.0,190181803012.0,59187212215.0,48329180388.0,33691625512.0,36115240203.0,40561714881.0,40880570192.0,46787139789.0,45694790865.0,0.4909671437329765,0.4596184994959043,0.4349259209502527,0.43016750168699364,1399421212.0,2865577688.0,2541517508.0,6351887165.0,0.5090328562670235,0.5403815005040957,0.5650740790497473,0.5698324983130064,52331612186.0,53922335226.0,49458374802.0,49041007779.0,-0.01511400732675299,-0.052598756917939124,-0.08410068383063406,-0.10036142042961013,-1505146736.0,-2988064218.0,-4161767903.0,-4880200739.0,-0.02777087007819706,-0.031674626086602785,-0.07703727597708944,-0.08748542646868676,-1453294403.0,-1707969806.0,-3810138469.0,-4290373480.0,91446365500.0,91446365500.0,91446365500.0,91446365500.0,-0.5166401793968771,003520
34,LG,정보기술,2022,Q2,0.23447769391456608,0.18863485210531297,0.17908771705441143,0.1839410218473671,7855548000000.0,7877300000000.0,8112939000000.0,8010967000000.0,10261684000000.0,9708699000000.0,9882833000000.0,9816652000000.0,601625000000.0,179868000000.0,143302000000.0,174149000000.0,135495000000.0,118574000000.0,128594000000.0,121127000000.0,0.07183226456788185,0.03073964905081515,0.02751194925584597,0.030079094175896222,7850893000000.0,7740618000000.0,7927440000000.0,7843529000000.0,0.9281677354321182,0.9692603509491848,0.972488050744154,0.9699209058241037,644232000000.0,126955000000.0,151398000000.0,114448000000.0,0.9224891033043997,0.3483990390295774,0.6562570179262606,0.4275304068223123,602397000000.0,-173306000000.0,103353000000.0,55336000000.0,0.8824367619118578,-1.4589027608207632,0.554432687353862,6.750961135188033,568494000000.0,-185215000000.0,83940000000.0,772634000000.0,801613000000.0,801613000000.0,801613000000.0,801613000000.0,-0.38433479785070956,003550
35,S&T중공업,산업재,2022,Q2,0.4487921522408245,0.4835307757727607,0.49017815993448904,0.4977304197330085,467703586558.0,445554937836.0,448344546821.0,444119831583.0,848506762847.0,862694071467.0,879414163119.0,884226019316.0,105831038185.0,110282312653.0,126245256148.0,128588320366.0,94664753961.0,101921116270.0,109245323886.0,107580752648.0,0.23629250929394507,0.24597761354978462,0.26778120015578377,0.2670912955000922,622839591330.0,623546942680.0,623811698528.0,624203175888.0,0.7637074907060549,0.7540223864502154,0.7322187998442162,0.7329087044999077,62463370750.0,87702930770.0,52758761352.0,67439245531.0,0.03898592579555915,0.10856796262568046,0.06521632625231387,0.08557701330373146,6312400688.0,-680845187.0,4392803935.0,6621606980.0,0.07830367367742479,-0.004477604848005013,0.05571574302868974,0.06396791104397802,4891111400.0,-392699068.0,2939493590.0,4313947659.0,85631742500.0,85631742500.0,85631742500.0,85631742500.0,-0.15628540897567844,003570
36,쌍용차,경기소비재,2022,Q2,0.2568832413974261,0.23636786204341786,0.22099118197574907,0.23708928627201337,1398257054168.0,1418646742499.0,1444982423910.0,1474537355962.0,1881611520641.0,1857761966770.0,1854898674414.0,1932778409621.0,1369996669589.0,1340226099113.0,1371570745686.0,1390785443282.0,622279911725.0,594074653201.0,531187814355.0,528785332867.0,1.0588139791125961,1.0411994576878298,1.0258018868023182,0.9931665040305423,-1160591508908.0,-1126465233779.0,-1153091564211.0,-1092024045112.0,0.4001920203305197,0.3990368548288245,0.39572088043311665,0.39014027884743374,701750556603.0,655031634170.0,619621444368.0,609688629230.0,-0.04791556562458486,-0.03253065084100929,-0.09882866527071173,-0.15209370967785993,-34124557443.0,-16415999036.0,-61066332113.0,-94223105796.0,-0.04862775971021455,-0.02506138357241471,-0.09855425868174444,-0.15454299338827773,-34124557443.0,-16415999036.0,-61066332113.0,-94223105796.0,749200010000.0,749200010000.0,749200010000.0,749200010000.0,-0.3404959352914678,003620
37,남양유업,생활소비재,2022,Q2,0.4395236647486371,0.44143573583541684,0.44622409784600914,0.443538126780729,553184689937.0,558125131731.0,562027152854.0,571384912508.0,986990270854.0,999213819319.0,1014899981505.0,1026817721046.0,99853162710.0,96953709067.0,91748872087.0,89824556118.0,98020234307.0,98102412182.0,110210082883.0,110645063656.0,0.20048160844157936,0.19520959125839327,0.19899394881307822,0.19523389172694192,806166911988.0,821207736221.0,829991064686.0,843398139423.0,0.7995183915584206,0.8047904087416068,0.8010060511869218,0.8047661082730581,230508880859.0,241622018757.0,236285291997.0,234361120676.0,-0.08679827017701135,-0.07691920676191091,-0.09039002355792493,-0.08981443769890432,-18578113825.0,-20177732471.0,-17844357338.0,-21919613834.0,-0.06137500931104636,-0.08523974259859676,-0.0571452396417947,-0.07164124480447319,-14147484709.0,-20595798685.0,-13502579635.0,-16789922419.0,4433310000.0,4433310000.0,4433310000.0,4433310000.0,-0.27046331950542757,003920
38,삼성정밀화학,에너지_화학,2022,Q2,0.4743928189614005,0.40881681748567184,0.36575586561485646,0.3345481250049199,1220345174657.0,1236505630185.0,1228670159727.0,1220370496576.0,2321781776736.0,2091577816754.0,1937219586458.0,1833897449887.0,424574444546.0,306242344351.0,218507565974.0,233670718565.0,16723142222.0,16908964513.0,19870172489.0,11629707593.0,0.19006850307369696,0.15450121256569405,0.12305148065266486,0.1337590747907495,1428691133298.0,1316633451220.0,1246466982414.0,1136222158148.0,0.8099314969263031,0.845498787434306,0.8769485193473352,0.8662409252092506,653169217351.0,521775430517.0,491115683142.0,421815645356.0,0.1701814621956783,0.16322473213928992,0.14377241496192317,0.12899423938407512,217247622719.0,87213425140.0,138635390834.0,52881281086.0,0.26124728101860656,0.12976691478153832,0.22447832160579584,0.09554999004122809,170638682078.0,67709187827.0,110244824266.0,40304480713.0,129000000000.0,129000000000.0,129000000000.0,129000000000.0,-0.4006357954313282,004000
39,현대제철,철강_소재,2022,Q2,0.32475165798484895,0.2981182816716008,0.2844457550953481,0.26225702365742215,23480773501330.0,23991205170853.0,23915396936198.0,24329304366432.0,34773537438472.0,34181265225130.0,33422199793371.0,32978022355491.0,6653254660196.0,5944497675936.0,5524917112161.0,5588529677847.0,10193529470863.0,10470383780449.0,10487541109060.0,10378707423572.0,0.48447139325032884,0.48023036444879197,0.4790964783950855,0.4841781271568693,12529051694958.0,12223861482440.0,11890620698245.0,11323171570305.0,0.5155286067496712,0.519769635551208,0.5209035216049145,0.5158218728431307,6085642464035.0,5723609814388.0,5150011522204.0,4865984195993.0,0.1005232384234398,0.1291062487233877,0.15157442889990466,0.09939950482562064,583924125160.0,501608942512.0,753383907066.0,392367145451.0,0.07176497043640456,0.05379266155513103,0.11018405017027115,0.056450595240156665,436735951518.0,307888205619.0,567449127940.0,274687704293.0,667228925000.0,667228925000.0,667228925000.0,667228925000.0,-0.31993793235461054,004020
40,한솔홀딩스,경기소비재,2022,Q2,0.15594675428034527,0.14342359943225375,0.1382867241063929,0.13082906148760232,385813885851.0,386883346281.0,387218926041.0,387916948210.0,457096620157.0,451662392315.0,449359359863.0,446306855213.0,14273219119.0,9393600006.0,8243116429.0,8285509897.0,7563617339.0,7373035329.0,8728369071.0,8931522683.0,0.0477729116669024,0.03712205315360096,0.03776818069434281,0.038576670689459094,330792674148.0,330456117235.0,327974479880.0,324702673410.0,0.9522270883330975,0.962877946846399,0.9622318193056572,0.9614233293105409,9526234798.319004,9478860301.034964,9380578424.1329,9289232071.419504,0.7187117572630218,0.13927373524598277,0.4247900812543268,0.22003061257222586,7095820194.0,3958506241.0,3962925017.0,2075887248.0,0.5649658147151386,0.3093085367741813,0.34643737870571617,0.16514340552647838,5381997004.0,2931892410.0,3249783000.0,1534055419.0,42008577000.0,42008577000.0,42008577000.0,42008577000.0,-0.35947403748124895,004150
41,신세계,경기소비재,2022,Q2,0.10429407588108365,0.062319094093179955,0.04204039373915304,0.06393547461543647,7287942521412.0,7239862978410.0,7359766976953.0,7155395839628.0,8136534910809.0,7721030611590.0,7682752935356.0,7644126708774.0,2243098361565.0,2037583212804.0,2157977656453.0,1988762604536.0,2066827236436.0,1922546874325.0,1731537526376.0,1883926392108.0,0.529700375558577,0.5129017467155834,0.5062658158548176,0.506622815683954,3256540206485.0,3184859889382.0,3184375391279.0,3135505315147.0,0.47029962444142304,0.48709825328441664,0.4937341841451824,0.493377184316046,442991146577.0,479483841847.0,392896608885.0,399679253033.0,0.19697844884543908,0.20378293416439835,0.14051664899495075,0.11866809554681577,123404920429.0,-11419707502.0,44741074095.0,30627249521.0,0.22982137525699683,-0.003584001607604438,0.1243787835270005,0.05963702268536811,101808834533.0,-1718470860.0,48868002265.0,23835680680.0,49225905000.0,49225905000.0,49225905000.0,49225905000.0,-0.29779930607798466,004170
42,농심,생활소비재,2022,Q2,0.3055938027945922,0.29427503947845135,0.28565336236222066,0.2766236624610088,1789844920238.0,1795909783591.0,1787086767271.0,1795678258366.0,2577518644622.0,2544772941379.0,2501708096759.0,2482356921537.0,474265414735.0,445146157311.0,429334541382.0,427606877987.0,65308071971.0,64607219292.0,63546575504.0,66060082402.0,0.20933834478048166,0.20031389375225248,0.19701783654317417,0.19887025757896912,1961458743691.0,1957234874433.0,1930805915564.0,1910325786232.0,0.7906616552195184,0.7996861062477475,0.8029821634568258,0.8011297424210309,568952690834.0,568659663874.0,523576477335.0,505727032161.0,0.04620010722590855,0.04454547968539005,0.035616094735418394,0.014386259176044622,36170508254.0,29218944979.0,27300224114.0,15530381124.0,0.04807845309229941,0.03665853311800742,0.039115831628349106,0.02301884480498556,27354365258.0,20846229121.0,20480129332.0,11641252067.0,30413210000.0,30413210000.0,30413210000.0,30413210000.0,-0.3755543660093308,004370
43,세방전지,경기소비재,2022,Q2,0.6371679876090545,0.6510172092605683,0.6484267595487962,0.654903133847546,541924285390.0,515759739912.0,502284671656.0,492139744842.0,1493595567323.0,1477894479608.0,1428677196852.0,1426091608217.0,297959646275.0,288920006686.0,254786756889.0,267952857421.0,7552036764.0,7871104374.0,7512892750.0,7648334420.0,0.20454779708979348,0.20082023118370504,0.18359616169206083,0.19325630292823615,1146743196772.0,1134167865679.0,1119362593206.0,1102933027867.0,0.7954522029102065,0.7991797688162949,0.8164038383079392,0.8067436970717639,324897002797.0,353729467107.0,293809057335.0,305835751407.0,0.058742907800614,0.056764785148437094,0.06102739387831677,0.0945523973406143,23866808195.0,22574308002.0,22308866226.0,29067780596.0,0.05537988980846991,0.04233804467432121,0.05757679846374434,0.07203946503193454,17992760214.0,14976213981.0,16916584881.0,22032243919.0,7000000000.0,7000000000.0,7000000000.0,7000000000.0,-0.40630946362784814,004490
44,조광피혁,경기소비재,2022,Q2,0.17729117004114692,0.19183081094350238,0.2332774040071535,0.25086086813681,381498608056.0,356330329539.0,301747890569.0,290181302199.0,463710360414.0,440910559774.0,393555494707.0,387353016091.0,9925145073.0,12488603080.0,12942438803.0,12597728899.0,57461839278.0,51440341239.0,24309497311.0,23746839090.0,0.145321282644703,0.14499299892424536,0.09465484948122467,0.09382802373858798,243133753704.0,241800049269.0,241319255100.0,238389195285.0,0.854678717355297,0.8550070010757547,0.9053451505187753,0.906171976261412,23553402253.0,22726183641.0,28769950412.0,26476403182.0,-0.00912837630379343,0.006972182593567558,0.10604685059614971,0.12309515497995259,413192250.0,548460948.0,3819736164.0,4411150244.0,0.017841534589614346,0.019030511098209604,0.10184445134732893,0.12970012336625097,420228841.0,432490890.0,2930059815.0,3433992759.0,34245690000.0,34245690000.0,34245690000.0,34245690000.0,-0.33277818446456586,004700
45,한솔테크닉스,정보기술,2022,Q2,0.36902905055486734,0.5143275476217533,0.43989847397858783,0.43301567474394503,372839816213.0,242184259084.0,244857501745.0,246431902018.0,590898545394.0,498657599166.0,437166282128.0,434636181356.0,176661888169.0,134288885924.0,120077772157.0,111829519731.0,180128052986.0,123439699211.0,78620086075.0,78420197749.0,0.6038091376872475,0.5168447960405067,0.45451322838713876,0.4377217674019896,18683550660.0,25557263488.0,23174035037.0,29169436701.0,0.3961908623127525,0.48315520395949335,0.5454867716128613,0.5622782325980104,191529079212.0,172856158487.0,157911125681.0,143571061345.0,-0.023723505911969728,-0.06718756042396626,-0.045763627286139405,0.007563812315843265,-6873712828.0,4250781396.0,-5995401664.0,6125873040.0,-0.035888612091073725,0.020481812930409786,-0.037966936389975794,0.03407892681271451,-6873712828.0,3540407502.0,-5995401664.0,4892747692.0,160549390000.0,160549390000.0,160549390000.0,160549390000.0,-0.46226153650912416,004710
46,효성,에너지_화학,2022,Q2,0.17736966237056997,0.13524197034762833,0.14417358511991163,0.14944365774681934,2618775255320.0,2693099414331.0,2569748176504.0,2415977198014.0,3183416822271.0,3114280899379.0,3002651158955.0,2840466972022.0,299876417358.0,158807519617.0,138301864147.0,139129595266.0,306429793410.0,300516656844.0,282283531166.0,289879150263.0,0.19045768889776443,0.14748964248940777,0.1400713479681651,0.15103458331135183,6483571329840.0,6573695163957.0,6517560825949.0,6375548800852.0,0.8095423111022355,0.8525103575105922,0.8599286520318349,0.8489654166886482,230641534255.0,280882694999.0,293083232625.0,298737691370.0,0.1367214652333002,0.30755332249752004,0.45306759155990456,0.5090485158588578,38043896231.0,93458642550.0,134376169140.0,155653188737.0,0.17079908390847867,0.266434219809328,0.48618526488794217,0.48779998178908734,39393362762.0,74836761700.0,142492749088.0,145724240410.0,105355125000.0,105355125000.0,105355125000.0,105355125000.0,-0.35120078723085313,004800
47,삼광글라스,철강_소재,2022,Q2,0.20685972642715744,0.1698178586983275,0.13030513299259805,0.09786414796588279,1278613006567.0,1294336217487.0,1428123366783.0,1463766666669.0,1612089373305.0,1559099085723.0,1642097039962.0,1622556806016.0,641016752511.0,592607814859.0,604600038359.0,597262705045.0,398844846888.0,397988407727.0,490792591794.0,481551566919.0,0.6450396712603743,0.6353645073985991,0.6670693652662261,0.6648853636211993,90236476664.0,86511565895.0,64713112567.0,58450833060.0,0.35496032873962574,0.364635492601401,0.33293063473377393,0.3351146363788006,230001559963.0,168276439697.0,104547928018.0,96744378006.0,0.17211804959222177,0.17111217737222745,0.15657129391585567,0.11572416355093683,34414123064.0,27692742040.0,8618216892.0,5717658544.0,0.110208574972612,0.1115692838985986,0.05988479246496472,0.03911021840220358,25348144165.0,18774481874.0,6260830972.0,3783693753.0,73385020000.0,73385020000.0,73385020000.0,73385020000.0,-0.43727012883985505,005090
48,빙그레,생활소비재,2022,Q2,0.3808172706309303,0.36979891981332397,0.4004382167302862,0.3972722951383681,463653654074.0,457832067134.0,457128687999.0,455002033465.0,748815546820.0,726485690882.0,762438001812.0,754904793317.0,166530414762.0,144110845223.0,125105217787.0,133388642595.0,24519983084.0,17097262145.0,27401182085.0,26403062828.0,0.25513679391050975,0.22190128366091158,0.20002465709940392,0.21167133503138347,4564539511.0,-8749151753.0,35244495524.0,18255594982.0,0.7448632060894903,0.7780987163390884,0.7999753429005961,0.7883286649686165,231359574429.0,209718037003.0,296721557555.0,268381656507.0,0.021514646442814665,-0.026250525160700644,0.0578466289050078,0.05177580947167889,5367981075.0,-47051606199.0,22896959545.0,14538938707.0,0.017578394855874296,-0.2120278079532278,0.05750814158097378,0.04293812507152266,4066929953.0,-44466055674.0,17063905342.0,11523805134.0,49756205000.0,49756205000.0,49756205000.0,49756205000.0,-0.4020017677410965,005180
49,롯데칠성,생활소비재,2022,Q2,0.26362484489040433,0.26047330776363653,0.29955313489000657,0.2780044502352447,2540093250821.0,2557684740577.0,2518193708069.0,2503727439148.0,3449455394028.0,3458542832095.0,3595124531928.0,3467787910831.0,1114738533681.0,884498532794.0,1002699677146.0,896098635043.0,1051724333632.0,1154088253568.0,1155420892129.0,1257854349946.0,0.6280593948435369,0.5894351712068094,0.6002909078973236,0.6211316955865503,1886152318002.0,1881190029257.0,1893676383981.0,1816234451744.0,0.37194060515646304,0.41056482879319056,0.3997090921026763,0.37886830441344965,584051285858.0,558975863837.0,655973405243.0,622436775802.0,0.09321843870785865,0.037095325933512106,0.1223793035271938,0.06744574194368338,47655532555.0,-1450139716.0,105548996694.0,33090731840.0,0.0614191331764682,-0.006776125264157217,0.12289548424320099,0.04515464021190904,35871923708.0,-3787690473.0,80616169288.0,28105908666.0,5027097000.0,5027097000.0,5027097000.0,4875216500.0,-0.3765319713275037,005300
50,현대차,경기소비재,2022,Q2,0.28200725261712495,0.2925149232117535,0.28188210813954023,0.30331140122778555,56568104000000.0,56427807000000.0,56321215000000.0,56069736000000.0,78786456000000.0,79758300000000.0,78428926000000.0,80480341000000.0,19336425000000.0,20043791000000.0,16205394000000.0,17869084000000.0,7097501000000.0,7039497000000.0,7700141000000.0,7808445000000.0,0.3355135811667934,0.339567016849657,0.30480507918723765,0.31905343194308783,49008948000000.0,49094270000000.0,50598586000000.0,50752282000000.0,0.6644864188332066,0.6604329831503429,0.6951949208127624,0.6809465680569122,13092688000000.0,15363494000000.0,12336575000000.0,14527319000000.0,-0.027215648917930376,0.0017854662487582578,-0.02371809031274888,0.026749051218604065,928076000000.0,-1071578000000.0,6893000000.0,1038194000000.0,0.07294735809789403,-0.07649086854852158,0.07582707744841556,0.06570957793382248,955077000000.0,-1175167000000.0,935446427973.1873,954584000000.0,1488993000000.0,1488993000000.0,1488993000000.0,1488993000000.0,-0.337964289721848,005380
51,현대그린푸드,생활소비재,2022,Q2,0.1751852518001539,0.16781961793569564,0.19722684952756722,0.18825189893868938,1454827509000.0,1474328922000.0,1497109852000.0,1551808439000.0,1763823346000.0,1771645852000.0,1864922676000.0,1911687181000.0,163139738000.0,164571717000.0,208475668000.0,219785247000.0,150646336000.0,145391346000.0,165537755000.0,169769024000.0,0.17790107762866633,0.17495768843986773,0.20055170534051675,0.2037751128279392,903685346000.0,897338967000.0,922869718000.0,913031640000.0,0.8220989223713336,0.8250423115601323,0.7994482946594832,0.7962248871720609,444768756000.0,426203063000.0,444588661000.0,397275091000.0,0.03366258262979246,0.013102376507322286,0.02428707015539472,0.04114505381863974,31696244000.0,-24167055000.0,12655796000.0,18624914000.0,0.05598226193748196,-0.059694775117090135,0.022036634892944336,0.03563656348139884,24899161000.0,-25442096000.0,9797238000.0,14157519000.0,48852241000.0,48852241000.0,48852241000.0,48852241000.0,-0.41123980032214236,005440
52,POSCO,철강_소재,2022,Q2,0.11016871791880088,0.40345216208431645,0.3921269732434364,0.35690697347911154,47458142280986.0,38323878956874.0,38510944972349.0,37942906522967.0,53333865909937.0,64242758955889.0,63353600632409.0,59000649918779.0,1740014138694.0,7868269046806.0,6270412022556.0,5347755646162.0,4467709468629.0,7339064914051.0,8764362173631.0,6850031810265.0,0.1163936553522252,0.23671670096389869,0.23731522827600504,0.20673988292024953,47871560957884.0,49734491732778.0,48997388311193.0,47464668539092.0,0.8836063446477748,0.7632832990361014,0.762684771723995,0.7932601170797505,4705289549141.84,11527677352540.0,11314723632472.0,9277353281119.0,0.22733525224182857,0.14512445034544483,0.2028945327144897,0.17333312818998742,1078155662943.0,1372722151953.0,2474422454328.0,1830453470384.0,-0.2984358385281743,0.0928915655616485,0.162626000097449,0.14208358388007927,-1404227032116.0,1070823996567.0,1840068246557.0,1318159603103.0,482403125000.0,482403125000.0,482403125000.0,482403125000.0,-0.4296432221131733,005490
53,삼립식품,생활소비재,2022,Q2,0.2894460279942029,0.25948591186357284,0.2707912191873804,0.22446410747995016,685400103735.0,706167419104.0,710238883183.0,734746968604.0,964599637379.0,953617804735.0,973985642893.0,947405498173.0,385107930905.0,363936440545.0,398791594014.0,372663994484.0,248449244516.0,257347158620.0,260814466959.0,265727545417.0,0.6568084320894987,0.6515016771710213,0.6772235974791088,0.6738313648507317,312468528719.0,313785096937.0,295855849551.0,290515602167.0,0.3431915679105013,0.3484983228289787,0.32277640252089124,0.3261686351492683,352152733377.0,382322957412.0,335485621194.0,332455912856.0,0.0361787887937834,0.07201193911390229,0.03848044648248812,0.04189313414928677,10115127752.0,21617484723.0,9811403431.0,12786843028.0,0.022135055097400266,0.050422246141044666,0.016123987355249263,0.029427308123220332,7794920156.0,19277582264.0,5409365914.0,9783282585.0,43145045000.0,43145045000.0,43145045000.0,43145045000.0,-0.42938482418035673,005610
